NI;N;user_id;install_time;platform;country_region;city;gender;min_age_range;max_age_range;event_1;event_2;event_3;event_4;event_5;target_churn_indicator
7694;1;5a6e3214;05/07/2018 6:33;Android;NA;NA;male;18;20;1;10;0;3;3;1
7695;1;373cea69;07/07/2018 21:09;Android;NA;NA;female;18;20;7;2;0;4;7;0
7696;1;dd56aadd;07/07/2018 7:46;Android;Buenos Aires;Ezpeleta;female;18;20;5;17;0;1;3;1
7697;1;297daf62;04/07/2018 0:37;Android;Buenos Aires;Lanus;female;18;20;23;44;1;6;11;1
7698;1;fce91e26;02/07/2018 2:12;iOS;Buenos Aires;Pilar;male;18;20;14;31;2;10;1;0
7699;1;b9e3bacc;04/07/2018 20:59;Android;Rio Negro;General Roca;female;18;20;33;66;1;5;9;1
7700;1;326282bb;30/06/2018 15:40;Android;Cordoba;Córdoba;female;18;20;2;2;0;1;3;1
7701;1;74f29272;04/07/2018 2:09;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;0;0;0;1;1;1
7702;1;d4ecad83;05/07/2018 22:08;Android;Cordoba;Córdoba;female;18;20;4;1;0;1;4;1
7703;1;5b6517f3;07/07/2018 2:28;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;22;21;1;3;2;1
7704;1;a752db92;01/07/2018 12:10;Android;Buenos Aires;Don Torcuato;male;13;17;27;30;0;4;10;1
7705;1;a81c1a32;02/07/2018 2:14;Android;Buenos Aires F.D.;Buenos Aires;unknown;18;20;29;21;3;6;2;0
7706;1;5c4e205e;07/07/2018 2:01;Android;Tucuman;San Miguel de Tucumán;female;13;17;12;14;1;8;3;0
7707;1;12a41355;02/07/2018 1:37;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;0;7;0;2;1;1
7708;1;4edfdc9d;01/07/2018 4:10;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;8;7;0;1;2;1
7709;1;8761f244;06/07/2018 2:05;Android;Misiones;Posadas;male;13;17;0;2;0;1;0;1
7710;1;6e130c27;06/07/2018 23:28;Android;Santiago del Estero;Santiago del Estero;female;13;17;5;4;0;4;1;1
7711;1;b7b7a225;30/06/2018 22:00;Android;Misiones;Puerto Eldorado;female;18;20;0;0;0;2;1;1
7712;1;3990ccbe;01/07/2018 1:52;Android;Cordoba;Córdoba;male;18;20;9;8;0;1;3;1
7713;1;a7cccb76;30/06/2018 17:26;Android;Tucuman;San Miguel de Tucumán;male;18;20;47;95;2;8;19;1
7714;1;d6653ea4;01/07/2018 19:55;Android;Buenos Aires;Wilde;male;18;20;16;17;0;2;2;0
7715;1;e847a6f7;03/07/2018 4:05;Android;Jujuy;San Salvador de Jujuy;female;18;20;40;39;1;10;11;1
7716;1;6493410d;05/07/2018 2:16;Android;Buenos Aires;Mones Cazon;male;18;20;60;85;3;4;17;0
7717;1;590051c7;05/07/2018 3:48;Android;Buenos Aires;Villa Ballester;male;18;20;3;3;0;1;3;1
7718;1;6ab72abb;01/07/2018 6:06;Android;NA;NA;female;18;20;1;1;0;1;1;1
7719;1;b1f0a695;03/07/2018 19:13;Android;Salta;Salta;male;13;17;11;12;0;2;2;1
7720;1;6e33a580;03/07/2018 1:30;Android;Cordoba;Córdoba;female;18;20;19;19;2;4;5;0
7721;1;fe43dd2e;30/06/2018 17:42;Android;Buenos Aires;Belen de Escobar;unknown;18;20;34;54;1;6;12;1
7722;1;fef25ffe;07/07/2018 16:09;Android;Jujuy;San Salvador de Jujuy;male;18;20;8;27;0;5;9;0
7723;1;877a3266;07/07/2018 1:37;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;18;19;2;10;2;0
7724;1;ea3c733a;03/07/2018 9:23;Android;Santa Fe;Casilda;male;13;17;5;8;0;2;5;1
7725;1;1d027977;03/07/2018 1:42;Android;Buenos Aires;Ituzaingo;male;13;17;24;27;0;3;6;0
7726;1;93d97cb3;06/07/2018 2:51;Android;Chaco;Resistencia;male;21;17;18;25;0;4;2;0
7727;1;fb01ed70;01/07/2018 21:02;Android;Buenos Aires;Libertad;female;13;17;23;22;2;5;9;0
7728;1;4661dbe1;06/07/2018 20:20;Android;Buenos Aires;San Fernando;male;18;20;7;7;0;2;2;1
7729;1;ecaa3780;04/07/2018 1:17;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;8;38;0;4;4;0
7730;1;db204f64;05/07/2018 15:08;Android;Corrientes;Bella Vista;male;13;17;4;14;0;4;5;1
7731;1;3fae26c6;30/06/2018 22:59;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;2;1;0;1;3;1
7732;1;c14ee34a;04/07/2018 18:41;Android;Cordoba;Córdoba;female;13;17;11;27;1;3;3;0
7733;1;f1386cc;30/06/2018 2:27;Android;Tucuman;San Miguel de Tucumán;male;13;17;7;13;0;3;2;1
7734;1;aa48eaf9;04/07/2018 8:22;Android;Buenos Aires;San Nicolás de los Arroyos;female;18;20;3;3;0;2;4;1
7735;1;77c40c7f;02/07/2018 21:17;Android;Santa Fe;Sunchales;male;18;20;38;43;4;14;5;0
7736;1;e0463694;02/07/2018 7:03;Android;Buenos Aires;Pehuajó;female;18;20;13;13;0;7;4;0
7737;1;9d91552f;07/07/2018 22:53;Android;Buenos Aires;La Plata;female;18;20;1;1;0;1;2;0
7738;1;dffb8637;06/07/2018 2:53;Android;Buenos Aires;San Fernando;female;18;20;8;8;0;8;5;0
7739;1;b77ff1c8;02/07/2018 19:35;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;9;22;0;5;5;0
7740;1;518f0d2a;02/07/2018 17:08;Android;Buenos Aires;Llavallol;female;18;20;0;1;0;1;0;0
7741;1;3c82d59;01/07/2018 23:32;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;33;36;1;6;13;0
7742;1;b12ddd32;07/07/2018 17:33;iOS;NA;NA;female;18;20;1;16;0;1;1;1
7743;1;6ca55db7;03/07/2018 0:29;Android;Buenos Aires;Banfield;female;18;20;0;1;0;1;1;1
7744;1;47806178;03/07/2018 3:25;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;7;10;0;8;7;0
7745;1;76ecb073;06/07/2018 14:04;Android;Buenos Aires;San Fernando;female;13;17;30;31;1;9;12;0
7746;1;a73dd90b;02/07/2018 22:12;Android;NA;NA;male;13;17;3;60;0;4;3;0
7747;1;99ba06d3;05/07/2018 13:57;Android;La Pampa;Intendente Alvear;female;13;17;5;7;1;10;3;0
7748;1;373583c1;07/07/2018 20:54;Android;Cordoba;Córdoba;male;13;17;33;26;0;5;9;0
7749;1;7,72E+102;02/07/2018 21:06;Android;Salta;Salta;male;18;20;8;20;0;8;1;0
7750;1;508a0e08;06/07/2018 4:01;Android;Buenos Aires;Hurlingham;male;13;17;13;11;0;5;1;0
7751;1;35aca733;07/07/2018 11:52;Android;Buenos Aires;Berazategui;female;18;20;9;8;0;3;5;0
7752;1;3,15E+89;06/07/2018 2:55;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;3;1;0;1;2;1
7753;1;3bb7615a;07/07/2018 15:32;Android;Cordoba;Córdoba;female;13;17;13;69;0;9;8;0
7754;1;102d17c;07/07/2018 22:48;Android;Buenos Aires;Manuel J. Cobo;male;18;20;5;5;0;3;5;0
7755;1;5306f251;01/07/2018 7:25;Android;Buenos Aires;Salto;female;13;17;10;14;0;6;2;1
7756;1;7b03c4ea;30/06/2018 3:48;Android;Buenos Aires;Lomas de Zamora;female;18;20;2;1;0;1;2;1
7757;1;2c0f5960;01/07/2018 3:41;Android;Rio Negro;General Roca;male;18;20;3;6;0;1;2;1
7758;1;5e19cb45;07/07/2018 22:32;Android;Tucuman;San Miguel de Tucumán;male;18;20;46;49;2;2;17;0
7759;1;5f6f252b;03/07/2018 1:27;Android;Buenos Aires;Quilmes;male;13;17;3;15;0;7;1;0
7760;1;4d389127;04/07/2018 21:46;Android;Cordoba;Córdoba;female;18;20;111;116;2;5;13;0
7761;1;3d0a50c2;30/06/2018 6:15;Android;Cordoba;Córdoba;male;18;20;10;9;2;3;2;1
7762;1;1c61adb1;04/07/2018 22:21;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;6;18;0;4;1;0
7763;1;834f09e7;01/07/2018 1:50;Android;Buenos Aires;Chillar;male;18;20;6;40;0;6;5;0
7764;1;bd0df202;01/07/2018 23:09;Android;Buenos Aires;Burzaco;male;13;17;23;22;1;6;6;0
7765;1;8d169891;30/06/2018 0:42;Android;Formosa;Formosa;male;18;20;9;8;2;26;3;1
7766;1;aee07722;02/07/2018 16:47;Android;Santa Fe;Santa Fe;male;18;20;3;3;0;3;1;1
7767;1;f4a9ece4;06/07/2018 14:26;Android;Entre Rios;Villa Angelica;male;18;20;0;0;0;1;0;0
7768;1;771cbe6a;07/07/2018 22:14;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;31;30;0;6;16;0
7769;1;def64e62;07/07/2018 17:56;Android;Corrientes;Corrientes;female;18;20;32;32;2;8;5;0
7770;1;29015f1f;30/06/2018 19:46;Android;Buenos Aires;Lanus;female;13;17;12;13;0;3;5;1
7771;1;74565888;04/07/2018 18:01;Android;Corrientes;Corrientes;male;13;17;2;5;0;2;1;1
7772;1;4b4cd3b3;07/07/2018 12:09;iOS;Mendoza;Mendoza;female;13;17;7;9;0;3;3;0
7773;1;425fc3c6;07/07/2018 2:23;Android;Cordoba;Córdoba;female;18;20;30;43;1;4;7;0
7774;1;db450530;05/07/2018 3:06;Android;Chaco;Gancedo;female;18;20;15;55;0;6;7;0
7775;1;be6d21f5;05/07/2018 6:10;Android;Cordoba;Córdoba;female;18;20;3;3;0;2;3;0
7776;1;1b6dfd6e;06/07/2018 19:50;Android;Santa Fe;Hipatia;female;13;17;1;3;0;3;1;1
7777;1;3e26c4f6;03/07/2018 5:17;Android;Jujuy;Perico;female;13;17;3;8;0;1;3;1
7778;1;ab8cc8d8;04/07/2018 7:48;Android;Tucuman;San Miguel de Tucumán;male;18;20;1;1;0;1;2;0
7779;1;d9499fe7;30/06/2018 15:14;Android;Buenos Aires;Bragado;female;18;20;1;2;0;1;1;1
7780;1;446954d8;04/07/2018 15:48;Android;Buenos Aires;Libertad;female;18;20;3;2;0;1;3;1
7781;1;a4ef18d3;01/07/2018 3:31;Android;Buenos Aires;Laprida;male;18;20;1;1;0;1;1;1
7782;1;a412e835;04/07/2018 17:53;Android;Salta;Salta;female;13;17;27;17;0;12;8;0
7783;1;3a82b209;02/07/2018 21:42;Android;Chubut;Sarmiento;female;13;17;11;10;0;6;3;1
7784;1;6004c1ab;07/07/2018 20:42;Android;Tierra del Fuego;Ushuaia;female;18;20;41;56;2;9;8;0
7785;1;1d20de2f;02/07/2018 16:38;Android;Neuquen;Chos Malal;female;13;17;0;0;0;1;0;1
7786;1;a0dfa138;07/07/2018 17:33;Android;Buenos Aires F.D.;Flores;male;18;20;4;10;0;2;5;1
7787;1;b25f3a8a;07/07/2018 2:54;Android;Buenos Aires;Jose Leon Suarez;male;13;17;18;23;0;4;5;1
7788;1;4be9ef1b;30/06/2018 2:29;Android;Buenos Aires;Lomas de Zamora;female;13;17;8;20;0;1;4;1
7789;1;c3fa2722;06/07/2018 1:34;Android;Buenos Aires;Tapiales;female;18;20;2;2;0;1;3;1
7790;1;939f246a;07/07/2018 5:35;Android;Buenos Aires;Azul;male;18;20;5;5;0;1;3;1
7791;1;d3fcef36;04/07/2018 17:52;Android;La Rioja;La Rioja;female;13;17;9;9;1;2;1;1
7792;1;6ea4915a;03/07/2018 10:47;Android;Tucuman;San Miguel de Tucumán;female;18;20;0;0;0;2;0;1
7793;1;a73dd90b;02/07/2018 22:12;Android;Entre Rios;Villa Angelica;male;13;17;3;180;0;5;3;0
7794;1;55b0e654;03/07/2018 16:45;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;1;1;0;3;1;1
7795;1;f0f37035;03/07/2018 2:54;Android;San Luis;San Luis;male;18;20;16;17;0;4;2;0
7796;1;6bfa31c1;06/07/2018 18:50;Android;Salta;Salta;male;18;20;1;2;0;1;2;1
7797;1;57c5dbcd;02/07/2018 0:24;Android;Buenos Aires;Olavarría;male;18;20;7;15;0;11;9;1
7798;1;b76a644e;01/07/2018 3:59;Android;Formosa;Formosa;male;13;17;17;21;0;1;7;1
7799;1;c32de66f;05/07/2018 2:23;Android;Buenos Aires;Junín;female;13;17;15;51;0;4;6;0
7800;1;f1f7d013;07/07/2018 21:01;Android;Salta;Salta;male;13;17;74;77;12;7;18;0
7801;1;4e812634;07/07/2018 14:29;Android;Buenos Aires;Lomas de Zamora;female;18;20;0;0;0;1;2;1
7802;1;d3b06255;30/06/2018 3:56;Android;Buenos Aires;Mariano Acosta;female;18;20;6;27;0;3;2;1
7803;1;13c98d33;02/07/2018 1:56;Android;Buenos Aires;San Justo;male;18;20;2;7;0;1;2;1
7804;1;75c2c9ab;04/07/2018 15:57;Android;Cordoba;Córdoba;female;18;20;16;20;0;3;6;0
7805;1;47b65165;01/07/2018 1:36;Android;Buenos Aires;Tres Arroyos;male;18;20;33;35;2;10;5;0
7806;1;8afd322;03/07/2018 18:18;Android;Entre Rios;Villa Angelica;female;13;17;1;1;0;1;1;1
7807;1;24e50a2f;07/07/2018 2:42;Android;Buenos Aires;General Belgrano;female;18;20;3;3;0;1;4;1
7808;1;1,57E+09;01/07/2018 22:27;Android;Buenos Aires;Lanus;female;18;20;43;42;4;6;1;0
7809;1;a28bf874;07/07/2018 22:20;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;38;34;1;19;4;0
7810;1;23229807;03/07/2018 3:39;Android;Buenos Aires;San Fernando;female;13;17;4;4;0;4;4;1
7811;1;97232073;07/07/2018 16:19;Android;Buenos Aires;Lanus;male;18;20;7;7;0;4;3;0
7812;1;db156759;03/07/2018 19:13;Android;Entre Rios;Villa Angelica;female;18;20;13;66;1;5;4;1
7813;1;a34ce0ac;30/06/2018 16:47;Android;Buenos Aires;Quilmes;female;18;20;7;7;0;2;4;1
7814;1;56653bc1;30/06/2018 3:58;Android;Catamarca;San Fernando del Valle de Catamarca;female;18;20;6;10;0;4;1;1
7815;1;68392079;03/07/2018 19:00;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;8;57;0;4;8;0
7816;1;70e18569;02/07/2018 1:08;Android;Buenos Aires;Lanus;male;13;17;45;55;2;8;16;0
7817;1;c2fecc4;02/07/2018 15:05;Android;Tucuman;San Miguel de Tucumán;male;13;17;0;1;0;3;0;0
7818;1;684f6dea;01/07/2018 14:54;Android;NA;NA;male;13;17;1;9;0;8;1;1
7819;1;2e51348b;07/07/2018 17:48;Android;Entre Rios;Chajari;male;18;20;18;16;1;4;0;0
7820;1;a5b109c4;03/07/2018 21:46;Android;Buenos Aires;Canuelas;female;13;17;13;13;0;4;4;0
7821;1;561e573e;30/06/2018 21:13;Android;Buenos Aires;Tres Arroyos;male;18;20;3;2;0;1;3;1
7822;1;42541621;03/07/2018 4:05;Android;Buenos Aires;San Miguel;female;13;17;0;0;0;2;0;0
7823;1;106414d3;03/07/2018 14:19;Android;Salta;Salta;female;13;17;2;2;0;1;2;1
7824;1;9f485b58;03/07/2018 11:33;Android;Buenos Aires;Los Polvorines;male;18;20;20;24;1;9;6;0
7825;1;e908da1a;04/07/2018 13:19;Android;Buenos Aires;Campana;female;13;17;30;23;1;3;2;0
7826;1;5e825fbb;03/07/2018 23:52;Android;Mendoza;Lujan de Cuyo;male;18;20;18;36;0;3;8;1
7827;1;e4e2e1f;01/07/2018 23:49;Android;Buenos Aires;NA;female;18;20;1;1;0;1;1;1
7828;1;9cdf592a;02/07/2018 0:35;Android;Buenos Aires F.D.;Buenos Aires;unknown;18;20;1;13;0;1;1;1
7829;1;7c35314a;07/07/2018 20:41;Android;Jujuy;San Salvador de Jujuy;female;13;17;12;12;0;2;2;0
7830;1;6072e3db;30/06/2018 18:59;Android;Tucuman;NA;female;18;20;1;3;0;2;2;1
7831;1;8,58E+76;30/06/2018 6:41;Android;Entre Rios;Villa Angelica;male;18;20;15;13;1;4;4;1
7832;1;7599ee3b;05/07/2018 22:26;Android;Buenos Aires;Hurlingham;female;18;20;1;5;0;1;1;1
7833;1;a4ed366a;07/07/2018 3:27;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;28;27;2;12;9;0
7834;1;a1e3dc16;05/07/2018 22:39;Android;San Luis;San Luis;male;13;17;35;0;2;17;6;0
7835;1;20df3a56;06/07/2018 21:34;Android;Mendoza;Mendoza;male;18;20;15;15;0;3;7;1
7836;1;7ccbefc7;06/07/2018 18:02;Android;Tucuman;San Miguel de Tucumán;female;18;20;2;2;0;1;2;1
7837;1;c14a124e;01/07/2018 22:41;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;13;14;0;3;5;1
7838;1;d2bd1405;03/07/2018 7:13;Android;Buenos Aires;Florencio Varela;female;18;20;30;29;1;17;7;0
7839;1;da7dbc17;04/07/2018 3:22;Android;Buenos Aires;Ramallo;female;18;20;28;24;0;4;7;0
7840;1;d82b99dc;01/07/2018 14:48;Android;San Luis;San Luis;male;13;17;3;2;0;1;3;1
7841;1;497e90bb;03/07/2018 19:53;Android;Catamarca;San Fernando del Valle de Catamarca;male;18;20;1;1;0;1;1;1
7842;1;2bef82c6;03/07/2018 22:01;Android;Cordoba;Marcos Juarez;female;13;17;4;7;0;1;4;1
7843;1;d37433ac;02/07/2018 3:56;Android;Entre Rios;Villa Angelica;female;18;20;3;2;0;2;4;0
7844;1;5064d404;04/07/2018 19:30;Android;Cordoba;Córdoba;female;18;20;44;49;3;16;7;0
7845;1;349068af;05/07/2018 23:51;Android;Buenos Aires;San Miguel;female;18;20;27;30;2;2;4;0
7846;1;82ad1509;02/07/2018 3:17;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;43;27;4;18;9;0
7847;1;2de4164f;07/07/2018 22:22;Android;Santa Fe;Rosario;male;18;20;3;8;0;3;4;1
7848;1;7e3fe10e;05/07/2018 23:45;Android;Buenos Aires;NA;male;18;20;13;16;0;4;3;1
7849;1;2ea4aaef;06/07/2018 1:27;Android;Misiones;Posadas;male;18;20;15;15;0;3;5;1
7850;1;ea636e7e;06/07/2018 17:17;Android;Santa Fe;Tostado;female;18;20;8;8;0;5;3;0
7851;1;3421b5a4;01/07/2018 1:40;Android;Buenos Aires;Mariano Moreno;female;18;20;4;5;0;1;4;1
7852;1;f16f196e;02/07/2018 0:48;Android;Buenos Aires;Laferrere;male;18;20;20;21;1;6;8;1
7853;1;f997873a;30/06/2018 1:01;Android;Neuquen;San Martín de los Andes;female;18;20;3;28;0;1;3;1
7854;1;9a77956;01/07/2018 20:34;Android;Chubut;Esquel;female;18;20;27;19;0;1;8;0
7855;1;66f7b8a3;01/07/2018 19:47;Android;Buenos Aires;Paso del Rey;female;18;20;2;3;0;1;2;0
7856;1;304b0db4;03/07/2018 13:51;Android;Buenos Aires;Mar del Plata;female;18;20;2;4;0;2;2;1
7857;1;c205740e;01/07/2018 23:15;Android;Buenos Aires;Esteban Echeverria;male;18;20;1;1;0;1;1;1
7858;1;5f80f365;06/07/2018 2:20;Android;Cordoba;Córdoba;male;18;20;2;2;0;2;1;0
7859;1;85d74884;04/07/2018 18:32;Android;Cordoba;Río Cuarto;female;18;20;9;9;1;10;2;1
7860;1;606f2cc9;02/07/2018 22:03;Android;Buenos Aires;Esteban Echeverria;male;18;20;0;0;0;1;1;1
7861;1;721a47b2;06/07/2018 20:57;Android;Tucuman;Aguilares;female;18;20;6;9;0;3;6;1
7862;1;7ab876bf;02/07/2018 0:11;Android;Buenos Aires;Banfield;male;13;17;9;42;0;3;6;0
7863;1;d56628e3;03/07/2018 22:50;Android;Buenos Aires;Libertad;female;13;17;3;3;0;2;2;0
7864;1;d1bf9591;04/07/2018 20:27;Android;Corrientes;Corrientes;male;13;17;1;1;0;1;1;1
7865;1;94115303;04/07/2018 19:30;Android;Buenos Aires;Mar del Plata;male;18;20;23;21;1;7;5;0
7866;1;60bad9ca;06/07/2018 22:16;Android;Buenos Aires;Claypole;female;18;20;1;1;0;1;1;1
7867;1;21fbbf1f;02/07/2018 1:01;Android;Cordoba;Córdoba;male;18;20;15;18;0;5;4;0
7868;1;ef09d77a;03/07/2018 3:08;Android;Buenos Aires;Mar del Plata;female;18;20;8;10;3;10;2;0
7869;1;821d0249;01/07/2018 17:07;Android;Buenos Aires;Turdera;female;13;17;3;2;0;2;1;1
7870;1;d08d49c7;30/06/2018 1:57;Android;NA;NA;male;18;20;9;11;0;2;6;1
7871;1;78a54711;05/07/2018 17:37;Android;Tucuman;San Miguel de Tucumán;female;13;17;2;5;0;3;1;1
7872;1;36a84979;02/07/2018 4:21;Android;San Luis;San Luis;female;18;20;3;5;0;2;2;0
7873;1;5042a098;07/07/2018 19:37;Android;Buenos Aires;Quilmes;male;13;17;0;0;0;3;1;1
7874;1;5e89c9c6;05/07/2018 14:07;Android;Tucuman;La Madrid;male;13;17;3;3;0;2;3;1
7875;1;138ceff3;30/06/2018 13:44;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;5;5;0;4;3;1
7876;1;65e797f7;30/06/2018 2:54;Android;Neuquen;Neuquén;female;18;20;34;41;2;7;11;1
7877;1;7993c38a;04/07/2018 23:27;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;10;8;0;5;1;0
7878;1;b1589d0f;30/06/2018 20:28;Android;Tucuman;San Miguel de Tucumán;female;13;17;17;102;1;9;4;1
7879;1;e76e0ea2;03/07/2018 19:00;Android;Catamarca;San Fernando del Valle de Catamarca;male;18;20;1;3;0;1;1;1
7880;1;bece09f5;06/07/2018 11:04;Android;Buenos Aires;San Nicolás de los Arroyos;female;18;20;1;1;0;1;1;1
7881;1;537f0057;07/07/2018 20:07;Android;Buenos Aires;Avellaneda;female;18;20;7;7;2;2;5;0
7882;1;ec453df0;07/07/2018 2:36;Android;Buenos Aires;Pilar;female;18;20;145;133;11;19;11;0
7883;1;9a8a8d8;02/07/2018 23:42;Android;Santiago del Estero;Santiago del Estero;female;13;17;11;46;0;12;5;0
7884;1;5326de63;01/07/2018 20:25;Android;Cordoba;Córdoba;male;18;20;7;7;0;4;4;0
7885;1;9de2b6c5;04/07/2018 5:01;Android;Santa Fe;Gobernador Galvez;male;13;17;10;10;0;1;1;1
7886;1;25d02bd4;07/07/2018 5:30;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;48;54;2;8;12;0
7887;1;f4260879;03/07/2018 17:51;Android;Entre Rios;Chajari;female;13;17;22;23;0;4;6;1
7888;1;4cf6f1a7;06/07/2018 14:53;Android;Cordoba;Santa Magdalena;male;18;20;6;6;0;2;3;1
7889;1;bff003f0;07/07/2018 20:28;Android;Entre Rios;Paraná;female;18;20;7;7;0;3;8;1
7890;1;b38bf034;05/07/2018 15:16;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;88;93;3;7;27;0
7891;1;5bd4b123;05/07/2018 3:10;Android;Buenos Aires;Saenz Pena;male;18;20;3;6;0;1;3;1
7892;1;3cb6f135;01/07/2018 22:10;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;0;0;0;1;0;1
7893;1;a45be155;01/07/2018 3:26;Android;Corrientes;Goya;female;13;17;7;2;0;4;4;0
7894;1;4ac5d398;05/07/2018 1:49;Android;Chaco;Resistencia;female;18;20;1;0;0;1;1;1
7895;1;d10718c2;02/07/2018 5:57;Android;Santa Fe;Santa Fe;male;18;20;65;68;5;11;15;0
7896;1;7cf761c6;03/07/2018 17:19;Android;Cordoba;Arroyo Cabral;male;18;20;13;15;1;8;2;0
7897;1;15695162;04/07/2018 19:04;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;2;2;0;1;2;1
7898;1;1cfaa765;03/07/2018 22:48;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;6;17;1;3;2;1
7899;1;23cf115;03/07/2018 19:09;Android;Entre Rios;Villa Angelica;male;18;20;145;105;12;13;26;1
7900;1;926250d3;04/07/2018 16:44;Android;Entre Rios;Gualeguay;female;18;20;0;1;0;4;1;1
7901;1;a6d96b62;01/07/2018 18:34;Android;La Pampa;Intendente Alvear;female;18;20;14;48;1;5;6;1
7902;1;615d85de;03/07/2018 1:06;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;43;53;2;7;11;0
7903;1;7545fd97;05/07/2018 21:27;Android;Buenos Aires;Don Torcuato;female;13;17;19;41;1;10;3;0
7904;1;a3706f90;01/07/2018 8:19;Android;Buenos Aires F.D.;Parque Patricios;male;13;17;4;4;0;1;2;1
7905;1;9c2286cb;05/07/2018 16:13;Android;Cordoba;Córdoba;male;18;20;2;6;0;1;1;1
7906;1;b6d70ddb;06/07/2018 0:48;Android;Misiones;Posadas;male;13;17;1;3;0;1;1;1
7907;1;737b9867;05/07/2018 17:29;Android;Tucuman;San Miguel de Tucumán;female;13;17;8;6;0;1;2;1
7908;1;505a6e8a;05/07/2018 13:41;Android;Santa Fe;Antonio Pini;female;13;17;1;3;0;1;1;1
7909;1;10ead01a;30/06/2018 0:17;Android;Buenos Aires;San Fernando;female;13;17;25;146;0;14;16;1
7910;1;273676ed;07/07/2018 14:48;Android;Chubut;Comodoro Rivadavia;male;18;20;1;1;0;1;1;1
7911;1;3230c063;06/07/2018 15:20;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;46;55;3;11;9;0
7912;1;743e64ca;01/07/2018 20:17;Android;Buenos Aires;Pilar;female;18;20;3;2;0;3;2;0
7913;1;81e79e1b;07/07/2018 19:14;Android;Cordoba;Córdoba;male;18;20;45;61;0;11;4;1
7914;1;2d960b23;04/07/2018 3:38;Android;Chubut;Esquel;female;18;20;37;40;2;7;2;0
7915;1;854a2b54;04/07/2018 1:40;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;7;1;0;3;8;1
7916;1;2f8de487;07/07/2018 15:37;Android;Buenos Aires;Villa Ballester;female;13;17;8;4;0;4;2;1
7917;1;4312d125;07/07/2018 20:41;iOS;Misiones;Aristobulo del Valle;female;18;20;15;13;0;3;6;0
7918;1;192a36a4;07/07/2018 16:09;Android;Salta;Salta;female;18;20;6;4;0;2;6;1
7919;1;fcb226ad;01/07/2018 1:14;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;10;50;0;7;9;0
7920;1;b8fd819a;01/07/2018 17:05;Android;Buenos Aires;Santa Teresita;female;13;17;1;1;0;1;2;0
7921;1;2f22a6e3;03/07/2018 12:41;Android;Santa Cruz;Caleta Olivia;female;18;20;1;1;0;1;1;1
7922;1;ed6a3b25;04/07/2018 0:59;Android;Buenos Aires;Capilla del Senor;female;18;20;22;25;0;5;3;0
7923;1;36c32f2f;01/07/2018 22:01;Android;Cordoba;Carrilobo;male;18;20;1;1;0;3;2;0
7924;1;bf3ec789;01/07/2018 12:59;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;6;10;0;2;1;0
7925;1;1660c8b7;04/07/2018 15:48;Android;Buenos Aires;Don Torcuato;male;18;20;30;25;0;5;11;0
7926;1;3bea7b7c;04/07/2018 18:23;Android;Misiones;Posadas;female;18;20;4;8;0;7;4;0
7927;1;81bc7434;04/07/2018 0:20;Android;Buenos Aires;NA;female;13;17;7;8;0;3;1;0
7928;1;f70ef229;30/06/2018 10:03;Android;Chaco;Resistencia;male;13;17;1;1;0;1;1;1
7929;1;8f8497ef;30/06/2018 7:23;Android;Chaco;Resistencia;male;18;20;8;10;0;1;8;1
7930;1;9374be62;06/07/2018 9:47;Android;Santa Fe;Santo Tome;male;13;17;1;6;0;2;2;1
7931;1;11db9440;30/06/2018 12:04;Android;Buenos Aires;Mariano Moreno;male;18;20;3;4;0;1;3;1
7932;1;30ad4a6f;30/06/2018 13:10;Android;La Pampa;Santa Rosa;male;13;17;1;1;0;1;2;1
7933;1;bd945199;01/07/2018 21:17;Android;Buenos Aires;Mariano Moreno;female;18;20;6;15;0;4;7;0
